hotel,is_canceled,lead_time,adr,stays_total_nights,stay_length,booking_changes_cat,days_in_waiting_list_cat,customer_fidelity,lead_time_cat,adr_cat,adults,children,babies,total_guests,arrival_year,arrival_month,arrival_day,arrival_month_index,arrival_ym,market_segment,deposit_type,country,motivation,reserved_room_type,customer_type,agent,company
Resort Hotel,0,96,74.07,14,long,none,none,normal,1-2-months,low,1,0,0,1,2015,July,5,7,2015-07,Offline TA/TO,No Deposit,GBR,rest,A,Contract,40,NULL
Resort Hotel,0,79,134.1,14,long,none,none,normal,1-2-months,normal,2,0,0,2,2015,July,5,7,2015-07,Offline TA/TO,No Deposit,GBR,rest,D,Contract,243,NULL
Resort Hotel,0,115,167,5,middle,little,none,normal,1-2-months,high,2,2,0,4,2015,July,6,7,2015-07,Online TA,No Deposit,PRT,familiy,G,Transient,240,NULL
Resort Hotel,0,111,123,4,middle,none,none,normal,1-2-months,normal,2,0,0,2,2015,July,6,7,2015-07,Online TA,No Deposit,PRT,work+rest,A,Transient,240,NULL
Resort Hotel,0,51,117.81,4,middle,none,none,normal,<1-month,normal,2,0,0,2,2015,July,6,7,2015-07,Online TA,No Deposit,USA,work+rest,G,Transient,241,NULL
Resort Hotel,0,94,171.32,4,middle,none,none,normal,1-2-months,high,3,0,0,3,2015,July,6,7,2015-07,Offline TA/TO,No Deposit,CN,work+rest,D,Transient,96,NULL
Resort Hotel,0,81,210,4,middle,none,none,normal,1-2-months,high,2,2,0,4,2015,July,6,7,2015-07,Direct,No Deposit,CHE,familiy,G,Transient,250,NULL
Resort Hotel,0,84,97,4,middle,little,none,normal,1-2-months,normal,2,0,1,3,2015,July,6,7,2015-07,Online TA,No Deposit,PRT,familiy,D,Transient,240,NULL
Resort Hotel,0,51,117.81,4,middle,none,none,normal,<1-month,normal,3,0,0,3,2015,July,6,7,2015-07,Online TA,No Deposit,USA,work+rest,G,Transient,241,NULL
Resort Hotel,0,2,131,1,short,none,none,normal,<1-month,normal,2,1,0,3,2015,July,6,7,2015-07,Direct,No Deposit,PRT,weekend,A,Transient,NULL,NULL
Resort Hotel,0,7,98,2,short,none,none,normal,<1-month,normal,2,0,0,2,2015,July,6,7,2015-07,Online TA,No Deposit,PRT,work+rest,A,Transient,240,NULL
Resort Hotel,0,98,87.3,2,short,none,none,normal,1-2-months,normal,2,0,0,2,2015,July,6,7,2015-07,Online TA,No Deposit,USA,work+rest,D,Transient,240,NULL
Resort Hotel,0,95,97,3,middle,none,none,normal,1-2-months,normal,2,0,0,2,2015,July,6,7,2015-07,Online TA,No Deposit,GRC,work+rest,D,Transient,240,NULL
Resort Hotel,1,48,167,4,middle,none,none,normal,<1-month,high,2,0,0,2,2015,July,6,7,2015-07,Online TA,No Deposit,PRT,work+rest,E,Transient,240,NULL
Resort Hotel,0,66,91.5,4,middle,none,none,normal,1-2-months,normal,2,0,0,2,2015,July,6,7,2015-07,Offline TA/TO,No Deposit,PRT,work+rest,A,Transient,175,NULL
Resort Hotel,0,104,73.8,4,middle,little,none,normal,1-2-months,low,2,0,0,2,2015,July,6,7,2015-07,Online TA,No Deposit,PRT,work+rest,A,Transient,240,NULL
Resort Hotel,0,28,123,5,middle,none,none,normal,<1-month,normal,2,0,0,2,2015,July,6,7,2015-07,Online TA,No Deposit,PRT,work+rest,E,Transient,240,NULL
Resort Hotel,0,34,175,5,middle,none,none,normal,<1-month,high,2,0,0,2,2015,July,6,7,2015-07,Direct,No Deposit,PRT,work+rest,F,Transient,250,NULL
Resort Hotel,0,98,117.8,6,long,none,none,normal,1-2-months,normal,2,0,0,2,2015,July,6,7,2015-07,Online TA,No Deposit,ESP,work+rest,A,Transient,240,NULL
Resort Hotel,0,104,117.63,6,long,little,none,normal,1-2-months,normal,2,0,0,2,2015,July,6,7,2015-07,Online TA,No Deposit,PRT,work+rest,E,Transient,240,NULL
Resort Hotel,0,68,185,7,long,none,none,normal,1-2-months,high,2,2,0,4,2015,July,6,7,2015-07,Online TA,No Deposit,PRT,familiy,G,Transient,240,NULL
Resort Hotel,1,86,71,7,long,none,none,normal,1-2-months,low,1,0,0,1,2015,July,6,7,2015-07,Offline TA/TO,No Deposit,PRT,work+rest,A,Transient,175,NULL
Resort Hotel,0,258,47.25,7,long,none,none,normal,>6-months,low,2,0,0,2,2015,July,6,7,2015-07,Offline TA/TO,No Deposit,GBR,work+rest,A,Contract,2,NULL
Resort Hotel,0,111,151,8,long,none,none,normal,1-2-months,high,2,0,0,2,2015,July,6,7,2015-07,Online TA,No Deposit,PRT,package,A,Transient,240,NULL
Resort Hotel,1,94,87.3,10,long,none,none,normal,1-2-months,normal,2,0,0,2,2015,July,6,7,2015-07,Online TA,No Deposit,PRT,rest,D,Transient,240,NULL
Resort Hotel,0,112,120.6,10,long,none,none,normal,1-2-months,normal,2,0,0,2,2015,July,6,7,2015-07,Offline TA/TO,No Deposit,GBR,rest,A,Transient,242,NULL
Resort Hotel,0,100,63.86,10,long,little,none,normal,1-2-months,low,2,0,0,2,2015,July,6,7,2015-07,Offline TA/TO,No Deposit,GBR,rest,D,Transient,241,NULL
Resort Hotel,0,33,157.1,10,long,little,none,normal,<1-month,high,2,0,0,2,2015,July,6,7,2015-07,Direct,No Deposit,PRT,rest,F,Transient,250,NULL
Resort Hotel,0,97,91.37,10,long,none,none,normal,1-2-months,normal,2,0,0,2,2015,July,6,7,2015-07,Offline TA/TO,No Deposit,GBR,rest,D,Contract,156,NULL
Resort Hotel,0,80,73,11,long,little,none,normal,1-2-months,low,1,0,0,1,2015,July,6,7,2015-07,Direct,No Deposit,FRA,rest,A,Transient,NULL,NULL
Resort Hotel,0,90,110.7,14,long,none,none,normal,1-2-months,normal,2,0,0,2,2015,July,6,7,2015-07,Offline TA/TO,No Deposit,ITA,rest,D,Contract,8,NULL
Resort Hotel,0,111,93.6,14,long,none,none,normal,1-2-months,normal,2,0,0,2,2015,July,6,7,2015-07,Offline TA/TO,No Deposit,GBR,rest,A,Contract,40,NULL
Resort Hotel,0,65,83.5,7,long,none,none,normal,1-2-months,normal,2,0,0,2,2015,July,6,7,2015-07,Offline TA/TO,No Deposit,PRT,work+rest,D,Transient,127,NULL
Resort Hotel,1,67,73.8,2,short,none,none,normal,1-2-months,low,2,0,0,2,2015,July,7,7,2015-07,Online TA,No Deposit,PRT,work,A,Transient,240,NULL
Resort Hotel,0,55,82,3,middle,none,none,normal,<1-month,normal,2,0,0,2,2015,July,7,7,2015-07,Online TA,No Deposit,ESP,work,A,Transient,240,NULL
Resort Hotel,0,21,185.5,3,middle,none,none,normal,<1-month,high,2,1,0,3,2015,July,7,7,2015-07,Direct,No Deposit,PRT,familiy,F,Transient,250,NULL
Resort Hotel,0,0,109.8,1,short,none,none,normal,<1-month,normal,1,0,0,1,2015,July,7,7,2015-07,Online TA,No Deposit,GBR,work,A,Transient,240,NULL
Resort Hotel,0,0,195,1,short,none,none,normal,<1-month,high,3,0,0,3,2015,July,7,7,2015-07,Direct,No Deposit,PRT,work,C,Transient,NULL,NULL
Resort Hotel,0,0,109.8,1,short,none,none,normal,<1-month,normal,1,0,0,1,2015,July,7,7,2015-07,Online TA,No Deposit,GBR,work,A,Transient,240,NULL
Resort Hotel,0,8,193,4,middle,little,none,normal,<1-month,high,3,2,0,5,2015,July,7,7,2015-07,Online TA,No Deposit,ESP,familiy,H,Transient,240,NULL
Resort Hotel,0,66,97,4,middle,none,none,normal,1-2-months,normal,2,0,0,2,2015,July,7,7,2015-07,Online TA,No Deposit,PRT,work,D,Transient,240,NULL
Resort Hotel,0,88,150,4,middle,none,none,normal,1-2-months,normal,3,0,0,3,2015,July,7,7,2015-07,Offline TA/TO,No Deposit,USA,work,D,Transient,95,NULL
Resort Hotel,0,0,98,4,middle,little,none,normal,<1-month,normal,2,0,0,2,2015,July,7,7,2015-07,Direct,No Deposit,NLD,work,A,Transient,NULL,NULL
Resort Hotel,1,43,91.5,5,middle,none,none,normal,<1-month,normal,2,0,0,2,2015,July,7,7,2015-07,Offline TA/TO,No Deposit,PRT,work,A,Transient,134,NULL
Resort Hotel,1,88,139,7,long,none,none,normal,1-2-months,normal,2,0,0,2,2015,July,7,7,2015-07,Online TA,No Deposit,PRT,work+rest,E,Transient,240,NULL
Resort Hotel,0,54,79.5,7,long,none,none,normal,<1-month,low,2,0,0,2,2015,July,7,7,2015-07,Offline TA/TO,No Deposit,IRL,work+rest,D,Transient,8,NULL
Resort Hotel,1,292,47.25,7,long,none,none,normal,>6-months,low,2,0,0,2,2015,July,7,7,2015-07,Offline TA/TO,No Deposit,PRT,work+rest,A,Contract,2,NULL
Resort Hotel,0,112,126.65,14,long,none,none,normal,1-2-months,normal,2,0,0,2,2015,July,7,7,2015-07,Offline TA/TO,No Deposit,IRL,rest,D,Contract,156,NULL
Resort Hotel,0,68,107,3,middle,none,none,normal,1-2-months,normal,2,0,0,2,2015,July,8,7,2015-07,Online TA,No Deposit,GBR,work,E,Transient,240,NULL
Resort Hotel,0,7,131,4,middle,none,none,normal,<1-month,normal,2,0,0,2,2015,July,8,7,2015-07,Online TA,No Deposit,PRT,work,A,Transient,240,NULL
Resort Hotel,0,1,131,4,middle,none,none,normal,<1-month,normal,2,0,0,2,2015,July,8,7,2015-07,Online TA,No Deposit,ESP,work,A,Transient,240,NULL
Resort Hotel,1,113,123,4,middle,none,none,normal,1-2-months,normal,2,0,0,2,2015,July,8,7,2015-07,Online TA,No Deposit,PRT,work,A,Transient,240,NULL
Resort Hotel,0,5,146,4,middle,none,none,normal,<1-month,normal,2,0,0,2,2015,July,8,7,2015-07,Online TA,No Deposit,ESP,work,D,Transient,240,NULL
Resort Hotel,0,83,110.7,4,middle,none,none,normal,1-2-months,normal,2,0,0,2,2015,July,8,7,2015-07,Offline TA/TO,No Deposit,PRT,work,A,Transient,105,NULL
Resort Hotel,1,105,73.8,4,middle,none,none,normal,1-2-months,low,2,0,0,2,2015,July,8,7,2015-07,Online TA,No Deposit,PRT,work,A,Transient,240,NULL
Resort Hotel,0,0,61,1,short,none,none,normal,<1-month,low,1,0,0,1,2015,July,8,7,2015-07,Offline TA/TO,No Deposit,PRT,work,A,Transient,146,NULL
Resort Hotel,1,1,104.72,1,short,none,none,normal,<1-month,normal,2,0,0,2,2015,July,8,7,2015-07,Corporate,No Deposit,PRT,work,A,Transient,NULL,110
Resort Hotel,1,1,104.72,1,short,none,none,normal,<1-month,normal,2,0,0,2,2015,July,8,7,2015-07,Corporate,No Deposit,PRT,work,A,Transient,NULL,110
Resort Hotel,0,1,104.72,2,short,none,none,normal,<1-month,normal,2,0,0,2,2015,July,8,7,2015-07,Corporate,No Deposit,CHE,work,A,Transient,NULL,110
Resort Hotel,1,102,66.42,5,middle,none,none,normal,1-2-months,low,2,0,0,2,2015,July,8,7,2015-07,Direct,No Deposit,PRT,work+rest,A,Transient,9,NULL
Resort Hotel,0,113,77.96,6,long,little,none,normal,1-2-months,low,2,0,0,2,2015,July,8,7,2015-07,Direct,No Deposit,PRT,work+rest,E,Transient,250,NULL
Resort Hotel,1,280,112,7,long,none,none,normal,>6-months,normal,2,1,0,3,2015,July,8,7,2015-07,Offline TA/TO,No Deposit,PRT,familiy,D,Contract,40,NULL
Resort Hotel,0,96,107,7,long,none,none,normal,1-2-months,normal,2,0,0,2,2015,July,8,7,2015-07,Online TA,No Deposit,GBR,work+rest,E,Transient,240,NULL
Resort Hotel,0,394,89.68,7,long,none,none,normal,>6-months,normal,2,0,0,2,2015,July,8,7,2015-07,Offline TA/TO,No Deposit,GBR,work+rest,D,Contract,40,NULL
Resort Hotel,0,33,155,7,long,none,none,normal,<1-month,high,2,0,0,2,2015,July,8,7,2015-07,Online TA,No Deposit,PRT,work+rest,E,Transient,240,NULL
Resort Hotel,0,82,112,8,long,none,none,normal,1-2-months,normal,3,0,0,3,2015,July,8,7,2015-07,Direct,No Deposit,IRL,rest,A,Transient,250,NULL
Resort Hotel,0,100,130.1,9,long,little,none,normal,1-2-months,normal,3,0,0,3,2015,July,8,7,2015-07,Online TA,No Deposit,DNK,rest,E,Transient-Party,240,NULL
Resort Hotel,0,100,100.1,9,long,none,none,normal,1-2-months,normal,2,0,0,2,2015,July,8,7,2015-07,Online TA,No Deposit,DNK,rest,E,Transient-Party,240,NULL
Resort Hotel,0,17,123,1,short,none,none,normal,<1-month,normal,2,2,0,4,2015,July,9,7,2015-07,Online TA,No Deposit,PRT,familiy,C,Transient,242,NULL
Resort Hotel,0,68,124,2,short,none,none,normal,1-2-months,normal,3,0,0,3,2015,July,9,7,2015-07,Direct,No Deposit,ARG,work,A,Transient,250,NULL
Resort Hotel,0,12,146,2,short,little,none,normal,<1-month,normal,2,2,0,4,2015,July,9,7,2015-07,Direct,No Deposit,PRT,familiy,H,Transient,NULL,NULL
Resort Hotel,1,77,97,3,middle,none,none,normal,1-2-months,normal,2,0,0,2,2015,July,9,7,2015-07,Direct,No Deposit,PRT,work,D,Transient,250,NULL
Resort Hotel,1,24,123,3,middle,none,none,normal,<1-month,normal,2,2,0,4,2015,July,9,7,2015-07,Online TA,No Deposit,PRT,familiy,C,Transient,242,NULL
Resort Hotel,1,44,153,3,middle,none,none,normal,<1-month,high,2,2,0,4,2015,July,9,7,2015-07,Online TA,No Deposit,PRT,familiy,G,Transient,240,NULL
Resort Hotel,0,78,82,3,middle,none,none,normal,1-2-months,normal,2,0,1,3,2015,July,9,7,2015-07,Online TA,No Deposit,PRT,familiy,A,Transient,240,NULL
Resort Hotel,1,17,105.08,4,middle,none,none,normal,<1-month,normal,2,0,0,2,2015,July,9,7,2015-07,Online TA,No Deposit,PRT,work+rest,A,Transient,240,NULL
Resort Hotel,1,103,65.42,4,middle,none,none,normal,1-2-months,low,2,0,0,2,2015,July,9,7,2015-07,Online TA,No Deposit,PRT,work+rest,A,Transient,240,NULL
Resort Hotel,0,16,98,4,middle,none,none,normal,<1-month,normal,1,0,0,1,2015,July,9,7,2015-07,Direct,No Deposit,RUS,work+rest,A,Transient,250,NULL
Resort Hotel,0,14,75.46,5,middle,none,none,normal,<1-month,low,2,0,0,2,2015,July,9,7,2015-07,Online TA,No Deposit,SWE,work+rest,A,Transient,241,NULL
Resort Hotel,0,77,65.5,5,middle,none,none,normal,1-2-months,low,2,0,0,2,2015,July,9,7,2015-07,Offline TA/TO,No Deposit,POL,work+rest,A,Transient,177,NULL
Resort Hotel,0,90,90.95,7,long,none,none,normal,1-2-months,normal,2,0,0,2,2015,July,9,7,2015-07,Offline TA/TO,No Deposit,FRA,work+rest,A,Transient,6,NULL
Resort Hotel,0,90,93.6,7,long,none,none,normal,1-2-months,normal,2,0,0,2,2015,July,9,7,2015-07,Offline TA/TO,No Deposit,GBR,work+rest,A,Contract,40,NULL
Resort Hotel,0,90,119.25,7,long,none,none,normal,1-2-months,normal,2,0,0,2,2015,July,9,7,2015-07,Offline TA/TO,No Deposit,GBR,work+rest,E,Contract,143,NULL
Resort Hotel,0,366,134.73,7,long,none,none,normal,>6-months,normal,2,0,0,2,2015,July,9,7,2015-07,Offline TA/TO,No Deposit,GBR,work+rest,E,Contract,40,NULL
Resort Hotel,0,249,112,7,long,none,none,normal,>6-months,normal,2,0,0,2,2015,July,9,7,2015-07,Online TA,No Deposit,PRT,work+rest,A,Transient,240,NULL
Resort Hotel,1,69,118.13,8,long,none,none,normal,1-2-months,normal,2,0,0,2,2015,July,9,7,2015-07,Online TA,No Deposit,PRT,rest,A,Transient,240,NULL
Resort Hotel,0,10,131,1,short,none,none,normal,<1-month,normal,2,0,0,2,2015,July,10,7,2015-07,Direct,No Deposit,USA,work,A,Transient,250,NULL
Resort Hotel,0,22,88.2,2,short,none,none,normal,<1-month,normal,2,0,0,2,2015,July,10,7,2015-07,Online TA,No Deposit,PRT,work,A,Transient,240,NULL
Resort Hotel,0,91,73.8,2,short,none,none,normal,1-2-months,low,2,0,0,2,2015,July,10,7,2015-07,Online TA,No Deposit,PRT,work,A,Transient,240,NULL
Resort Hotel,0,23,98,2,short,none,none,normal,<1-month,normal,2,0,0,2,2015,July,10,7,2015-07,Online TA,No Deposit,PRT,work,A,Transient,240,NULL
Resort Hotel,0,11,110.5,2,short,none,none,normal,<1-month,normal,2,0,0,2,2015,July,10,7,2015-07,Online TA,No Deposit,PRT,work,A,Transient,240,NULL
Resort Hotel,0,3,131,2,short,none,none,normal,<1-month,normal,2,0,0,2,2015,July,10,7,2015-07,Online TA,No Deposit,PRT,work,A,Transient,240,NULL
Resort Hotel,0,13,185,2,short,little,none,normal,<1-month,high,2,1,0,3,2015,July,10,7,2015-07,Online TA,No Deposit,PRT,familiy,G,Transient,240,NULL
Resort Hotel,0,108,87.3,2,short,little,none,normal,1-2-months,normal,2,0,0,2,2015,July,10,7,2015-07,Online TA,No Deposit,PRT,work,D,Transient,240,NULL
Resort Hotel,0,91,73.8,2,short,none,none,normal,1-2-months,low,2,0,0,2,2015,July,10,7,2015-07,Online TA,No Deposit,PRT,work,A,Transient,240,NULL
Resort Hotel,0,37,120,3,middle,none,none,normal,<1-month,normal,2,0,0,2,2015,July,10,7,2015-07,Online TA,No Deposit,GBR,work+rest,C,Transient,105,NULL
Resort Hotel,0,21,98,3,middle,none,none,normal,<1-month,normal,2,0,0,2,2015,July,10,7,2015-07,Direct,No Deposit,AUS,work+rest,A,Transient,250,NULL
Resort Hotel,0,106,96.3,3,middle,none,none,normal,1-2-months,normal,2,0,0,2,2015,July,10,7,2015-07,Online TA,No Deposit,GBR,work+rest,E,Transient,240,NULL
Resort Hotel,0,30,197,4,middle,none,none,normal,<1-month,high,2,0,0,2,2015,July,10,7,2015-07,Direct,No Deposit,PRT,work+rest,F,Transient-Party,NULL,NULL
Resort Hotel,0,30,197,4,middle,none,none,normal,<1-month,high,2,0,0,2,2015,July,10,7,2015-07,Direct,No Deposit,PRT,work+rest,F,Transient-Party,NULL,NULL
Resort Hotel,1,51,123,5,middle,none,none,normal,<1-month,normal,2,0,0,2,2015,July,10,7,2015-07,Online TA,No Deposit,PRT,work+rest,E,Transient,240,NULL
Resort Hotel,0,79,82,5,middle,none,none,normal,1-2-months,normal,2,0,0,2,2015,July,10,7,2015-07,Online TA,No Deposit,POL,work+rest,A,Transient,240,NULL
Resort Hotel,0,21,165,5,middle,little,none,normal,<1-month,high,2,0,2,4,2015,July,10,7,2015-07,Direct,No Deposit,PRT,familiy,C,Transient,250,NULL
Resort Hotel,0,35,149.4,5,middle,none,none,normal,<1-month,normal,2,2,0,4,2015,July,10,7,2015-07,Online TA,No Deposit,EST,familiy,G,Transient,240,NULL
Resort Hotel,0,78,106.84,7,long,little,none,normal,1-2-months,normal,2,0,0,2,2015,July,10,7,2015-07,Online TA,No Deposit,PRT,work+rest,A,Transient,240,NULL
Resort Hotel,0,31,161,7,long,little,none,normal,<1-month,high,2,0,0,2,2015,July,10,7,2015-07,Direct,No Deposit,PRT,work+rest,D,Transient,250,NULL
Resort Hotel,0,78,134.43,7,long,little,none,normal,1-2-months,normal,2,0,0,2,2015,July,10,7,2015-07,Online TA,No Deposit,PRT,work+rest,D,Transient,240,NULL
Resort Hotel,0,78,144.43,7,long,little,none,normal,1-2-months,normal,2,0,0,2,2015,July,10,7,2015-07,Online TA,No Deposit,PRT,work+rest,E,Transient,240,NULL
Resort Hotel,0,44,152,7,long,little,none,normal,<1-month,high,1,0,0,1,2015,July,10,7,2015-07,Offline TA/TO,No Deposit,RUS,work+rest,E,Transient,244,NULL
Resort Hotel,0,34,125.54,7,long,none,none,normal,<1-month,normal,2,1,0,3,2015,July,10,7,2015-07,Online TA,No Deposit,GBR,familiy,F,Transient,241,NULL
Resort Hotel,0,87,133.83,7,long,none,none,normal,1-2-months,normal,2,1,1,4,2015,July,10,7,2015-07,Offline TA/TO,No Deposit,PRT,familiy,C,Transient,5,NULL
Resort Hotel,0,11,159.75,8,long,none,none,normal,<1-month,high,3,1,0,4,2015,July,10,7,2015-07,Direct,No Deposit,PRT,familiy,C,Transient,250,NULL
Resort Hotel,0,115,120.6,9,long,none,none,normal,1-2-months,normal,2,0,0,2,2015,July,10,7,2015-07,Online TA,No Deposit,IRL,rest,A,Transient,240,NULL
Resort Hotel,0,86,112.2,10,long,none,none,normal,1-2-months,normal,2,0,0,2,2015,July,10,7,2015-07,Online TA,No Deposit,PRT,rest,D,Transient,240,NULL
Resort Hotel,0,41,110.6,11,long,none,none,normal,<1-month,normal,2,0,1,3,2015,July,10,7,2015-07,Online TA,No Deposit,GBR,familiy,F,Transient,241,NULL
Resort Hotel,0,32,105.9,13,long,none,none,normal,<1-month,normal,2,0,0,2,2015,July,10,7,2015-07,Online TA,No Deposit,DNK,rest,C,Transient,241,NULL
Resort Hotel,0,34,95.27,7,long,none,none,normal,<1-month,normal,2,1,0,3,2015,July,10,7,2015-07,Online TA,No Deposit,GBR,familiy,D,Transient,241,NULL
Resort Hotel,0,34,108.83,7,long,none,none,normal,<1-month,normal,2,0,0,2,2015,July,10,7,2015-07,Online TA,No Deposit,GBR,work+rest,F,Transient,241,NULL
Resort Hotel,1,100,153.96,5,middle,none,none,normal,1-2-months,high,2,1,0,3,2015,July,11,7,2015-07,Offline TA/TO,No Deposit,PRT,familiy,A,Transient,149,NULL
Resort Hotel,0,44,120.6,5,middle,none,none,normal,<1-month,normal,2,0,0,2,2015,July,11,7,2015-07,Online TA,No Deposit,ESP,work+rest,A,Transient,240,NULL
Resort Hotel,0,304,90.67,6,long,little,none,normal,>6-months,normal,2,0,1,3,2015,July,11,7,2015-07,Direct,No Deposit,PRT,familiy,A,Transient,240,NULL
Resort Hotel,1,36,126.67,6,long,none,none,normal,<1-month,normal,2,0,0,2,2015,July,11,7,2015-07,Online TA,No Deposit,PRT,work+rest,E,Transient,240,NULL
Resort Hotel,0,117,144.4,6,long,none,none,normal,1-2-months,normal,3,0,0,3,2015,July,11,7,2015-07,Offline TA/TO,No Deposit,PRT,work+rest,D,Transient,15,NULL
Resort Hotel,0,70,99.5,6,long,none,none,normal,1-2-months,normal,2,0,0,2,2015,July,11,7,2015-07,Online TA,No Deposit,ESP,work+rest,A,Transient,240,NULL
Resort Hotel,0,110,139.4,7,long,none,none,normal,1-2-months,normal,2,0,0,2,2015,July,11,7,2015-07,Direct,No Deposit,PRT,work+rest,E,Transient,250,NULL
Resort Hotel,1,109,73.8,7,long,none,none,normal,1-2-months,low,2,0,0,2,2015,July,11,7,2015-07,Online TA,No Deposit,PRT,work+rest,A,Transient,240,NULL
Resort Hotel,0,33,89.97,4,middle,none,none,normal,<1-month,normal,2,0,0,2,2015,July,11,7,2015-07,Online TA,No Deposit,GBR,work+rest,E,Transient,241,NULL
Resort Hotel,0,33,123,4,middle,none,none,normal,<1-month,normal,2,0,0,2,2015,July,11,7,2015-07,Online TA,No Deposit,PRT,work+rest,E,Transient,240,NULL
Resort Hotel,0,33,123,4,middle,little,none,normal,<1-month,normal,2,0,0,2,2015,July,11,7,2015-07,Online TA,No Deposit,CZE,work+rest,E,Transient,240,NULL
Resort Hotel,0,0,123,1,short,none,none,normal,<1-month,normal,1,0,0,1,2015,July,11,7,2015-07,Direct,No Deposit,GBR,work,A,Transient,NULL,NULL
Resort Hotel,0,0,144.9,1,short,little,none,normal,<1-month,normal,2,0,0,2,2015,July,11,7,2015-07,Online TA,No Deposit,DEU,work,A,Transient,240,NULL
Resort Hotel,0,0,153,1,short,none,none,normal,<1-month,high,2,0,0,2,2015,July,11,7,2015-07,Direct,No Deposit,ESP,work,G,Transient,NULL,NULL
Resort Hotel,0,0,131,1,short,none,none,normal,<1-month,normal,2,0,0,2,2015,July,11,7,2015-07,Online TA,No Deposit,ESP,work,A,Transient,240,NULL
Resort Hotel,0,84,100,2,short,none,none,normal,1-2-months,normal,2,0,0,2,2015,July,11,7,2015-07,Corporate,No Deposit,PRT,work+rest,A,Transient,NULL,113
Resort Hotel,0,71,65.5,2,short,none,none,normal,1-2-months,low,2,0,0,2,2015,July,11,7,2015-07,Offline TA/TO,No Deposit,ESP,work+rest,A,Transient,175,NULL
Resort Hotel,0,16,123,2,short,none,none,normal,<1-month,normal,2,0,0,2,2015,July,11,7,2015-07,Online TA,No Deposit,ROU,work+rest,C,Transient,242,NULL
Resort Hotel,0,54,123,3,middle,none,none,normal,<1-month,normal,2,0,0,2,2015,July,11,7,2015-07,Online TA,No Deposit,PRT,work+rest,E,Transient,240,NULL
Resort Hotel,0,8,131,3,middle,none,none,normal,<1-month,normal,2,0,0,2,2015,July,11,7,2015-07,Online TA,No Deposit,ESP,work+rest,A,Transient,240,NULL
Resort Hotel,0,36,104.68,7,long,none,none,normal,<1-month,normal,2,0,0,2,2015,July,11,7,2015-07,Offline TA/TO,No Deposit,PRT,work+rest,D,Transient,5,NULL
Resort Hotel,0,40,166,7,long,none,none,normal,<1-month,high,2,0,0,2,2015,July,11,7,2015-07,Online TA,No Deposit,PRT,work+rest,A,Transient,242,NULL
Resort Hotel,1,59,111.25,8,long,none,none,normal,<1-month,normal,2,0,0,2,2015,July,11,7,2015-07,Online TA,No Deposit,PRT,rest,D,Transient,240,NULL
Resort Hotel,0,79,213.75,8,long,little,none,normal,1-2-months,high,2,2,0,4,2015,July,11,7,2015-07,Direct,No Deposit,PRT,familiy,G,Transient,250,NULL
Resort Hotel,0,32,178,10,long,little,none,normal,<1-month,high,2,0,0,2,2015,July,11,7,2015-07,Online TA,No Deposit,PRT,rest,E,Transient,240,NULL
Resort Hotel,0,110,113.9,7,long,none,none,normal,1-2-months,normal,2,0,0,2,2015,July,11,7,2015-07,Direct,No Deposit,PRT,work+rest,A,Transient,250,NULL
Resort Hotel,0,33,129.29,7,long,none,none,normal,<1-month,normal,2,0,0,2,2015,July,11,7,2015-07,Online TA,No Deposit,PRT,work+rest,E,Transient,240,NULL
Resort Hotel,0,53,153,1,short,none,none,normal,<1-month,high,2,2,0,4,2015,July,12,7,2015-07,Online TA,No Deposit,CN,weekend,G,Transient,240,NULL
